"","county","industry","medium","injury_type","injury_date","death","injuries"
"1392","台中市","專業、科學及技術服務業","開口部分","墜落、滾落",2014-04-20,1,0
"1393","花蓮縣","支援服務業","屋頂、屋架、樑","墜落、滾落",2014-04-21,1,0
"1394","彰化縣","製造業","工作台、踏板","墜落、滾落",2014-04-21,1,0
"1395","桃園縣","製造業","其他一般動力機械(CNC銑床)","被夾、被捲",2014-04-21,1,0
"1396","桃園縣","製造業","金屬材料","物體飛落",2014-04-22,1,0
"1397","台中市","運輸及倉儲業","堆高機","被撞",2014-04-23,1,0
"1398","屏東縣","製造業","金屬材料","物體倒塌、崩塌",2014-04-27,1,0
"1399","嘉義縣","製造業","屋頂","墜落、滾落",2014-04-28,1,0
"1400","高雄市","營造業","屋頂、屋架、樑","墜落、滾落",2014-04-28,1,0
"1401","台中市","營造業","營建物","墜落、滾落",2014-04-29,1,0
"1402","台北市","營造業","工作台、踏板","墜落、滾落",2014-05-01,1,0
"1403","嘉義縣","支援服務業","其他","墜落、滾落",2014-05-01,1,0
"1404","桃園縣","批發及零售業","開口部分","墜落、滾落",2014-05-02,1,0
"1405","屏東縣","礦業及土石採取業","其他動力搬運機械(曳引車)","被撞",2014-05-03,1,0
"1406","雲林縣","支援服務業","其他(電動大門)","被夾、被捲",2014-05-03,1,0
"1407","高雄市","製造業","開口部分","墜落、滾落",2014-05-05,1,0
"1408","新竹縣","營造業","動力鏟類設備","墜落、滾落",2014-05-10,1,0
"1409","台中市","營造業","施工架","墜落、滾落",2014-05-11,1,0
"1410","屏東縣","農林漁牧業","木材","物體飛落",2014-05-11,1,0
"1411","高雄市","製造業","有害物(丙烯?)","與有害物等之接觸",2014-05-12,1,0
"1412","彰化縣","製造業","動力機械","感電",2014-05-12,1,0
"1413","高雄市","營造業","有害物","與有害物等之接觸",2014-05-14,1,0
"1414","高雄市","營造業","營建物","墜落、滾落",2014-05-14,1,0
"1415","苗栗縣","製造業","開口部分","墜落、滾落",2014-05-15,1,0
"1416","基隆市","營造業","移動式起重機","物體倒塌、崩塌",2014-05-15,1,0
"1417","高雄市","營造業","開口部分","墜落、滾落",2014-05-17,1,0
"1418","高雄市","營造業","屋頂、屋架、樑","墜落、滾落",2014-05-18,1,0
"1419","花蓮縣","用水供應及污染整治業","其他(土方車)","被夾、被捲",2014-05-19,1,0
"1420","桃園縣","營造業","其他(破碎機)","感電",2014-05-19,1,0
"1421","新竹縣","公共行政及國防；強制性社會安全","卡車","被撞",2014-05-20,1,0
"1422","桃園縣","公共行政及國防；強制性社會安全","汽車","公路交通事故",2014-05-27,1,1
"1423","桃園縣","製造業","營建物","墜落、滾落",2014-05-28,1,0
"1424","桃園縣","支援服務業","卡車","墜落、滾落",2014-05-28,1,0
"1425","桃園縣","製造業","其他","感電",2014-05-29,1,0
"1426","花蓮縣","支援服務業","汽車","被撞",2014-05-31,1,0
"1427","台中市","製造業","其他(虎板)","物體飛落",2014-06-01,1,0
"1428","桃園縣","不動產業","開口部分","墜落、滾落",2014-06-01,1,0
"1429","桃園縣","製造業","屋頂、屋架、樑","墜落、滾落",2014-06-03,1,0
"1430","台中市","營造業","營建物","墜落、滾落",2014-06-04,1,0
"1431","台中市","營造業","營建物","物體倒塌、崩塌",2014-06-05,1,0
"1432","台南市","營造業","屋頂、屋架、樑","墜落、滾落",2014-06-05,1,0
"1433","基隆市","資訊及通訊傳播業","其他(電桿)","墜落、滾落",2014-06-06,1,0
"1434","桃園縣","製造業","屋頂","墜落、滾落",2014-06-07,1,0
"1435","屏東縣","製造業","電弧熔接","感電",2014-06-07,1,0
"1436","宜蘭縣","資訊及通訊傳播業","其他","感電",2014-06-09,1,0
"1437","苗栗縣","營造業","其他(排泥泵浦)","物體飛落",2014-06-10,1,0
"1438","南投縣","營造業","施工架","墜落、滾落",2014-06-10,1,0
"1439","台南市","營造業","屋頂、屋架、樑","墜落、滾落",2014-06-12,1,0
"1440","宜蘭縣","營造業","工作台","墜落、滾落",2014-06-13,1,0
"1441","台中市","營造業","開口部分","墜落、滾落",2014-06-15,1,0
"1442","台中市","營造業","有害物(硫化氫)","與有害物等之接觸",2014-06-16,1,1
"1443","高雄市","不動產業","開口部分","墜落、滾落",2014-06-17,1,0
"1444","桃園縣","製造業","其他","被夾、被捲",2014-06-17,1,0
"1445","宜蘭縣","營造業","屋頂、屋架、樑","墜落、滾落",2014-06-18,1,0
"1446","新北市","農林漁牧業","水","溺斃",2014-06-18,1,0
"1447","桃園縣","製造業","其他(機械設備)","被夾、被捲",2014-06-20,1,0
"1448","新竹縣","不動產業","梯子等","物體倒塌、崩塌",2014-06-21,1,0
"1449","台北市","營造業","施工架","墜落、滾落",2014-06-22,1,0
"1450","屏東縣","營造業","支撐架","墜落、滾落",2014-06-22,1,0
"1451","高雄市","製造業","金屬材料","被撞",2014-06-26,1,0
"1452","新北市","營造業","開口部分","墜落、滾落",2014-06-28,1,0
"1453","新竹縣","批發及零售業","火藥","爆炸",2014-06-28,1,2
"1454","桃園縣","農林漁牧業","水","溺斃",2014-06-28,1,0
"1455","新竹縣","營造業","開口部分","墜落、滾落",2014-07-01,1,0
"1456","桃園縣","營造業","開口部分","墜落、滾落",2014-07-01,1,0
"1457","台中市","營造業","營建物(鋼筋)","物體倒塌、崩塌",2014-07-01,1,0
"1458","新竹市","營造業","水","溺斃",2014-07-03,1,0
"1459","桃園縣","營造業","輸配電路線","感電",2014-07-04,1,0
"1460","新北市","運輸及倉儲業","其他(已包裝貨物)","被夾、被捲",2014-07-05,1,0
"1461","高雄市","製造業","堆高機","被撞",2014-07-05,1,0
"1462","經加處","營造業","輸配電線路","感電",2014-07-06,1,0
"1463","新北市","營造業","屋頂、屋架、樑","墜落、滾落",2014-07-06,1,0
"1464","台中市","運輸及倉儲業","火車","被撞",2014-07-07,2,0
"1465","台北市","營造業","營建物","墜落、滾落",2014-07-08,1,0
"1466","宜蘭縣","營造業","屋頂、屋架、樑","墜落、滾落",2014-07-08,1,0
"1467","桃園縣","用水供應及污染整治業","動力鏟類設備","被撞",2014-07-09,1,0
"1468","苗栗縣","營造業","吊卡車","其他交通事故",2014-07-10,1,0
"1469","桃園縣","營造業","開口部分","墜落、滾落",2014-07-10,1,0
"1470","雲林縣","營造業","營建物","物體倒塌、崩塌",2014-07-10,1,1
"1471","桃園縣","營造業","其他","感電",2014-07-10,1,0
"1472","台中市","營造業","開口部分","墜落、滾落",2014-07-10,1,0
"1473","台南市","營造業","開口部分","墜落、滾落",2014-07-14,1,0
"1474","桃園縣","製造業","營建物","被撞",2014-07-14,1,0
"1475","台中市","營造業","開口部分","墜落、滾落",2014-07-14,1,0
"1476","台南市","資訊及通訊傳播業","其他(電桿)","墜落、滾落",2014-07-14,1,0
"1477","高雄市","製造業","輸送帶","被夾、被捲",2014-07-15,1,0
"1478","台中市","營造業","施工架","墜落、滾落",2014-07-15,1,0
"1479","台中市","運輸及倉儲業","貨車","墜落、滾落",2014-07-16,1,0
"1480","高雄市","批發及零售業","電弧熔接","感電",2014-07-16,1,0
"1481","花蓮縣","電力及燃氣供應業","汽車、公共汽車","公路交通事故",2014-07-16,1,0
"1482","經加處","營造業","施工架","墜落、滾落",2014-07-17,1,0
"1483","南投縣","營造業","動力鏟類設備(怪手)","被撞",2014-07-18,1,0
"1484","高雄市","製造業","電弧熔接","感電",2014-07-18,1,0
"1485","台南市","營造業","水","溺斃",2014-07-21,1,0
"1486","桃園縣","營造業","金屬材料","跌倒",2014-07-21,1,0
"1487","台北市","營造業","施工架","墜落、滾落",2014-07-22,1,0
"1488","台中市","製造業","其他","感電",2014-07-22,1,0
"1489","台中市","營造業","屋頂、屋架、樑","墜落、滾落",2014-07-24,1,0
"1490","新北市","製造業","金屬材料","物體飛落",2014-07-26,1,0
"1491","花蓮縣","製造業","屋頂、屋架、樑(塑膠採光浪板)","墜落、滾落",2014-07-26,1,0
"1492","嘉義縣","公共行政及國防；強制性社會安全","其他","其他交通事故",2014-07-26,1,0
"1493","新北市","農林漁牧業","其他(蟹籠繩索)","其他",2014-07-27,1,0
"1494","花蓮縣","電力及燃氣供應業","其他","物體飛落",2014-07-27,1,0
"1495","台中市","製造業","屋頂(塑膠採光浪板)","墜落、滾落",2014-07-28,1,0
"1496","桃園縣","營造業","營建物(磚牆)","物體倒塌、崩塌",2014-07-29,1,0
"1497","桃園縣","製造業","營建物(空調箱)","物體飛落",2014-07-29,1,0
"1498","彰化縣","營造業","施工架","墜落、滾落",2014-07-29,1,0
"1499","台中市","製造業","輸配電線路","感電",2014-07-31,1,0
"1500","高雄市","製造業","金屬材料","物體倒塌、崩塌",2014-08-01,1,0
"1501","新北市","用水供應及污染整治業","營建物","墜落、滾落",2014-08-01,1,0
"1502","桃園縣","營造業","通路","跌倒",2014-08-02,1,0
"1503","桃園縣","營造業","施工架","墜落、滾落",2014-08-03,1,0
"1504","高雄市","營造業","梯子等","墜落、滾落",2014-08-03,1,0
"1505","台中市","運輸及倉儲業","卡車","墜落、滾落",2014-08-03,1,0
"1506","高雄市","製造業","堆高機","物體倒塌、崩塌",2014-08-04,1,0
"1507","彰化縣","製造業","屋頂(塑膠採光罩)","墜落、滾落",2014-08-05,1,0
"1508","桃園縣","用水供應及污染整治業","營建用機械(動力鏟類設備)","被撞",2014-08-05,1,0
"1509","彰化縣","營造業","施工架","墜落、滾落",2014-08-05,1,0
"1510","苗栗縣","農林漁牧業","水","溺斃",2014-08-05,1,0
"1511","苗栗縣","營造業","電弧熔接","感電",2014-08-08,1,0
"1512","彰化縣","製造業","屋頂","墜落、滾落",2014-08-08,1,0
"1513","南科","營造業","升降機","墜落、滾落",2014-08-09,1,0
"1514","新北市","營造業","高低溫環境","與高溫、低溫之接觸",2014-08-11,1,0
"1515","台中市","營造業","營建物","墜落、滾落",2014-08-12,1,0
"1516","高雄市","製造業","其他(預拌混凝土車)","被撞",2014-08-15,1,0
"1517","桃園縣","製造業","其他一般動力機械(摺床)","被夾、被捲",2014-08-15,1,0
"1518","新北市","營造業","其他","感電",2014-08-16,1,0
"1519","桃園縣","其他服務業","其他(一般動力機械)","衝撞",2014-08-16,1,0
"1520","台中市","電力及燃氣供應業","輸配電線路","感電",2014-08-19,1,0
"1521","宜蘭縣","營造業","通路","跌倒",2014-08-19,1,0
"1522","嘉義縣","營造業","屋頂、屋架、樑","墜落、滾落",2014-08-19,1,0
"1523","苗栗縣","礦業及土石採取業","水","溺斃",2014-08-22,2,0
"1524","基隆市","運輸及倉儲業","已包裝貨物","物體倒塌、崩塌",2014-08-22,1,0
"1525","彰化縣","製造業","電力設備","感電",2014-08-23,1,0
"1526","台北市","營造業","木材","物體倒塌、崩塌",2014-08-23,1,0
"1527","台中市","營造業","屋頂、屋架、樑","墜落、滾落",2014-08-23,1,0
"1528","苗栗縣","運輸及倉儲業","已包裝貨物","物體倒塌、崩塌",2014-08-27,1,0
"1529","台中市","製造業","待查","其他",2014-08-28,1,0
"1530","桃園縣","農林漁牧業","水","溺斃",2014-08-29,1,0
"1531","台中市","營造業","其他(預拌混凝土車)","墜落、滾落",2014-08-30,1,0
"1532","新北市","營造業","梯子等","墜落、滾落",2014-09-01,1,0
"1533","宜蘭縣","製造業","其他","其他",2014-09-02,1,0
"1534","高雄市","製造業","其他","被撞",2014-09-03,1,0
"1535","苗栗縣","製造業","營建物(管架)","墜落、滾落",2014-09-03,1,0
"1536","宜蘭縣","住宿及餐飲業","輸配電線路","感電",2014-09-03,1,0
"1537","雲林縣","製造業","屋頂、屋架、樑","墜落、滾落",2014-09-03,1,0
"1538","新北市","營造業","梯子等","感電",2014-09-03,1,0
"1539","台中市","製造業","固定式起重機","衝撞",2014-09-03,1,0
"1540","嘉義縣","製造業","屋頂、屋架、樑","墜落、滾落",2014-09-04,1,0
"1541","台中市","公共行政及國防；強制性社會安全","其他(垃圾車)","公路交通事故",2014-09-05,1,1
"1542","金門縣","營造業","輸配電線路","感電",2014-09-06,1,0
"1543","台中市","營造業","採光罩","墜落、滾落",2014-09-07,1,0
"1544","台南市","公共行政及國防；強制性社會安全","高低溫環境","與高溫、低溫之接觸",2014-09-10,1,0
"1545","屏東縣","營造業","火車","鐵路交通事故",2014-09-10,1,0
"1546","高雄市","營造業","屋頂、屋架、樑","墜落、滾落",2014-09-11,1,0
"1547","台中市","營造業","汽車","公路交通事故",2014-09-11,1,0
"1548","高雄市","營造業","施工架","墜落、滾落",2014-09-11,1,0
"1549","高雄市","營造業","可燃性氣體","火災",2014-09-14,1,0
"1550","桃園縣","營造業","輸配電線路","感電",2014-09-15,1,0
"1551","台中市","公共行政及國防；強制性社會安全","工作台、踏板","墜落、滾落",2014-04-25,1,0
"1552","彰化縣","製造業","待查","其他",2014-09-17,1,0
"1553","台中市","營造業","屋頂、屋架、樑","墜落、滾落",2014-09-20,1,0
"1554","高雄市","營造業","屋頂、屋架、樑","墜落、滾落",2014-09-26,1,0
"1555","桃園縣","營造業","屋頂、屋架、樑","墜落、滾落",2014-09-26,1,0
"1556","台南市","專業、科學及技術服務業","堆高機","物體倒塌、崩塌",2014-09-29,1,0
"1557","南投縣","製造業","金屬材料(高溫鐵水)","與高溫、低溫之接觸",2014-10-01,1,0
"1558","新北市","營造業","營建物","物體飛落",2014-10-01,1,0
"1559","台北市","支援服務業","施工架","物體倒塌、崩塌",2014-10-02,1,0
"1560","新北市","運輸及倉儲業","已包裝貨物","墜落、滾落",2014-10-03,1,0
"1561","新北市","營造業","汽車","公路交通事故",2014-10-04,1,0
"1562","台北市","營造業","屋頂","墜落、滾落",2014-10-06,1,0
"1563","屏東縣","營造業","施工架","墜落、滾落",2014-10-07,1,0
"1564","彰化縣","營造業","營建物","物體飛落",2014-10-07,1,0
"1565","新北市","批發及零售業","梯子等(合梯)","墜落、滾落",2014-10-08,1,0
"1566","新北市","營造業","水","溺斃",2014-10-08,1,0
"1567","高雄市","製造業","閘門傳動軸","被夾、被捲",2014-10-09,1,0
"1568","嘉義縣","製造業","屋頂、屋架、樑","墜落、滾落",2014-10-14,1,0
"1569","桃園縣","營造業","開口部分","墜落、滾落",2014-10-15,1,0
"1570","新北市","營造業","金屬材料","物體飛落",2014-10-15,1,0
"1571","桃園縣","營造業","施工架","墜落、滾落",2014-10-16,1,0
"1572","新北市","營造業","開口部分","墜落、滾落",2014-10-18,1,0
"1573","高雄市","農林漁牧業","開口部分","墜落、滾落",2014-10-18,1,0
"1574","雲林縣","營造業","屋頂、屋架、樑","墜落、滾落",2014-10-19,1,0
"1575","新北市","營造業","營建物","物體倒塌、崩塌",2014-10-20,1,0
"1576","台北市","營造業","營建物","物體倒塌、崩塌",2014-10-20,1,0
"1577","苗栗縣","營造業","工作台、踏板","墜落、滾落",2014-10-20,1,0
"1578","雲林縣","製造業","蒸汽","與高溫、低溫之接觸",2014-10-21,0,3
"1579","台中市","營造業","梯子","墜落、滾落",2014-10-21,1,0
"1580","桃園縣","製造業","農藥","其他",2014-10-22,1,0
"1581","新竹縣","營造業","梯子等","墜落、滾落",2014-10-22,1,0
"1582","桃園縣","製造業","車床","被撞",2014-10-23,1,0
"1583","台東縣","營造業","天花板","物體倒塌、崩塌",2014-10-24,1,1
"1584","高雄市","製造業","水","溺斃",2014-10-24,1,0
"1585","桃園縣","營造業","施工架","墜落、滾落",2014-10-27,1,0
"1586","新竹縣","運輸及倉儲業","卡車","墜落、滾落",2014-10-27,1,0
"1587","桃園縣","製造業","二甲苯","爆炸",2014-10-28,0,3
"1588","台南市","製造業","開口部分","墜落、滾落",2014-10-29,1,0
"1589","台中市","製造業","施工架","墜落、滾落",2014-10-30,1,0
"1590","宜蘭縣","農林漁牧業","水","墜落、滾落",2014-10-31,1,0
"1591","彰化縣","製造業","可燃性粉塵(鎂鋁合金粉末)","爆炸",2014-11-01,0,6
"1592","台北市","營造業","屋頂、屋架、樑","墜落、滾落",2014-11-04,1,0
"1593","台南市","批發及零售業","開口部分","墜落、滾落",2014-11-05,1,0
"1594","新竹縣","製造業","開口部分","墜落、滾落",2014-11-05,1,0
"1595","台北市","營造業","有害物","與有害物等之接觸",2014-11-05,1,0
"1596","台中市","電力及燃氣供應業","輸送帶","墜落、滾落",2014-11-06,1,0
"1597","台中市","營造業","移動式起重機","被撞",2014-11-06,1,0
"1598","桃園縣","營造業","開口部分","墜落、滾落",2014-11-07,1,0
"1599","高雄市","製造業","H型鋼","物體倒塌、崩塌",2014-11-07,1,0
"1600","高雄市","製造業","吊掛鉤具","物體飛落",2014-11-07,1,0
"1601","桃園縣","不動產業","升降機、提升機","被夾、被捲",2014-11-08,1,0
"1602","新竹市","營造業","施工架","物體倒塌、崩塌",2014-11-08,1,0
"1603","雲林縣","製造業","屋頂(塑膠採光浪板)","墜落、滾落",2014-11-12,1,0
"1604","台中市","營造業","通路","跌倒",2014-11-12,1,0
"1605","台南市","用水供應及污染整治業","汽車","被撞",2014-11-13,1,0
"1606","雲林縣","營造業","施工架","墜落、滾落",2014-11-13,1,0
"1607","高雄市","營造業","施工架","墜落、滾落",2014-11-15,1,0
"1608","南投縣","營造業","營建物","物體倒塌、崩塌",2014-11-15,1,0
"1609","桃園縣","製造業","水","溺斃",2014-11-17,1,0
"1610","嘉義縣","營造業","屋頂、屋架、樑","墜落、滾落",2014-11-17,1,0
"1611","台中市","營造業","開口部分","墜落、滾落",2014-11-18,1,0
"1612","金門縣","營造業","金屬材料","物體倒塌、崩塌",2014-11-19,1,0
"1613","桃園縣","運輸及倉儲業","移動式起重機","被撞",2014-11-19,1,0
"1614","桃園縣","資訊及通訊傳播業","屋頂","墜落、滾落",2014-11-20,1,0
"1615","高雄市","製造業","鋼板","物體飛落",2014-11-21,1,1
"1616","南投縣","營造業","其他","物體破裂",2014-11-23,1,0
"1617","基隆市","其他服務業","汽車","其他交通事故",2014-11-23,1,0
"1618","桃園縣","不動產業","施工架","墜落、滾落",2014-11-25,1,0
"1619","台中市","製造業","其他(高空工作車)","被夾、被捲",2014-11-27,1,0
"1620","新北市","營造業","屋頂、屋架、樑","墜落、滾落",2014-12-01,1,0
"1621","高雄市","營造業","其他(樹木)","物體倒塌、崩塌",2014-12-02,1,1
"1622","屏東縣","營造業","梯子等","墜落、滾落",2014-12-03,1,0
"1623","台中市","營造業","其他","墜落、滾落",2014-12-03,1,0
"1624","新竹縣","營造業","工作台踏板","墜落、滾落",2014-12-05,1,0
"1625","彰化縣","營造業","卡車","公路交通事故",2014-12-08,1,0
"1626","新北市","營造業","起重機","物體飛落",2014-12-08,1,0
"1627","台東縣","營造業","工作台、踏板","墜落、滾落",2014-12-09,1,0
"1628","苗栗縣","營造業","木材(枕木)","被撞",2014-12-09,1,0
"1629","新北市","製造業","升降機提升機","墜落、滾落",2014-12-10,1,0
"1630","高雄市","製造業","傳動輪","被夾、被捲",2014-12-10,1,0
"1631","台中市","製造業","其他","物體倒塌、崩塌",2014-12-11,1,0
"1632","彰化縣","製造業","梯子等(工作用階梯)","墜落、滾落",2014-12-12,1,0
"1633","台南市","營造業","施工架","墜落、滾落",2014-12-12,1,0
"1634","屏東縣","製造業","輸配電線路","感電",2014-12-12,1,0
"1635","台中市","製造業","其他(木板)","物體倒塌、崩塌",2014-12-15,1,0
"1636","雲林縣","製造業","輸送帶","被夾、被捲",2014-12-16,1,0
"1637","台南市","營造業","施工架","墜落、滾落",2014-12-22,1,0
"1638","台東縣","批發及零售業","屋頂、屋架、樑","墜落、滾落",2014-12-23,1,0
"1639","新竹縣","農林漁牧業","立木","其他",2014-12-23,0,1
"1640","苗栗縣","製造業","屋頂、屋架、樑","墜落、滾落",2014-12-23,1,0
"1641","新北市","其他服務業","其他(傳動軸)","被夾、被捲",2014-12-23,1,0
"1642","嘉義市","其他服務業","屋頂、屋架、樑","墜落、滾落",2014-12-23,1,0
"1643","宜蘭縣","製造業","工作台、踏板","墜落、滾落",2014-12-26,0,4
"1644","高雄市","營造業","屋頂、屋架、樑","墜落、滾落",2014-12-27,1,0
